[*] Mapping R-DAC patterns in SP-808TS25E.ima...
[*] Block Size: 4096 bytes
LBA        | Offset       | Entropy  | Type
89360      | 0x2ba2000    | 7.67     | DATA (R-DAC?)
89368      | 0x2ba3000    | 7.60     | DATA (R-DAC?)
89376      | 0x2ba4000    | 7.66     | DATA (R-DAC?)
89384      | 0x2ba5000    | 7.61     | DATA (R-DAC?)
89392      | 0x2ba6000    | 7.55     | DATA (R-DAC?)
89400      | 0x2ba7000    | 7.62     | DATA (R-DAC?)
89408      | 0x2ba8000    | 7.59     | DATA (R-DAC?)
89416      | 0x2ba9000    | 7.60     | DATA (R-DAC?)
89424      | 0x2baa000    | 7.63     | DATA (R-DAC?)
89432      | 0x2bab000    | 7.64     | DATA (R-DAC?)
89440      | 0x2bac000    | 7.54     | DATA (R-DAC?)
89448      | 0x2bad000    | 7.61     | DATA (R-DAC?)
89456      | 0x2bae000    | 7.59     | DATA (R-DAC?)
89464      | 0x2baf000    | 7.56     | DATA (R-DAC?)
89472      | 0x2bb0000    | 7.60     | DATA (R-DAC?)
89480      | 0x2bb1000    | 7.50     | DATA (R-DAC?)
89488      | 0x2bb2000    | 7.49     | DATA (R-DAC?)
89496      | 0x2bb3000    | 7.50     | DATA (R-DAC?)
89504      | 0x2bb4000    | 7.46     | DATA (R-DAC?)
89512      | 0x2bb5000    | 7.39     | DATA (R-DAC?)
89520      | 0x2bb6000    | 7.47     | DATA (R-DAC?)
89528      | 0x2bb7000    | 7.52     | DATA (R-DAC?)
89536      | 0x2bb8000    | 7.46     | DATA (R-DAC?)
89544      | 0x2bb9000    | 7.45     | DATA (R-DAC?)
89552      | 0x2bba000    | 7.52     | DATA (R-DAC?)
89560      | 0x2bbb000    | 7.50     | DATA (R-DAC?)
89568      | 0x2bbc000    | 7.47     | DATA (R-DAC?)
89576      | 0x2bbd000    | 7.53     | DATA (R-DAC?)
89584      | 0x2bbe000    | 7.43     | DATA (R-DAC?)
89592      | 0x2bbf000    | 7.50     | DATA (R-DAC?)
89600      | 0x2bc0000    | 7.49     | DATA (R-DAC?)
89608      | 0x2bc1000    | 7.38     | DATA (R-DAC?)
89616      | 0x2bc2000    | 7.58     | DATA (R-DAC?)
89624      | 0x2bc3000    | 7.59     | DATA (R-DAC?)
89632      | 0x2bc4000    | 7.64     | DATA (R-DAC?)
89640      | 0x2bc5000    | 7.59     | DATA (R-DAC?)
89648      | 0x2bc6000    | 7.72     | DATA (R-DAC?)
89656      | 0x2bc7000    | 7.76     | DATA (R-DAC?)
89664      | 0x2bc8000    | 7.74     | DATA (R-DAC?)
89672      | 0x2bc9000    | 7.77     | DATA (R-DAC?)
89680      | 0x2bca000    | 7.81     | DATA (R-DAC?)
89688      | 0x2bcb000    | 7.84     | DATA (R-DAC?)
89696      | 0x2bcc000    | 7.79     | DATA (R-DAC?)
89704      | 0x2bcd000    | 7.78     | DATA (R-DAC?)
89712      | 0x2bce000    | 7.79     | DATA (R-DAC?)
89720      | 0x2bcf000    | 7.78     | DATA (R-DAC?)
89728      | 0x2bd0000    | 7.74     | DATA (R-DAC?)
89736      | 0x2bd1000    | 7.81     | DATA (R-DAC?)
89744      | 0x2bd2000    | 7.82     | DATA (R-DAC?)
89752      | 0x2bd3000    | 7.81     | DATA (R-DAC?)
89760      | 0x2bd4000    | 7.83     | DATA (R-DAC?)
89768      | 0x2bd5000    | 7.84     | DATA (R-DAC?)
89776      | 0x2bd6000    | 7.83     | DATA (R-DAC?)
89784      | 0x2bd7000    | 1.81     | Empty/Padding
89808      | 0x2bda000    | 5.70     | Metadata/Table
89816      | 0x2bdb000    | 7.66     | DATA (R-DAC?)
89824      | 0x2bdc000    | 7.68     | DATA (R-DAC?)
89832      | 0x2bdd000    | 7.70     | DATA (R-DAC?)
89840      | 0x2bde000    | 7.69     | DATA (R-DAC?)
89848      | 0x2bdf000    | 7.75     | DATA (R-DAC?)
89856      | 0x2be0000    | 7.77     | DATA (R-DAC?)
89864      | 0x2be1000    | 7.78     | DATA (R-DAC?)
89872      | 0x2be2000    | 7.76     | DATA (R-DAC?)
89880      | 0x2be3000    | 7.76     | DATA (R-DAC?)
89888      | 0x2be4000    | 7.63     | DATA (R-DAC?)
89896      | 0x2be5000    | 7.68     | DATA (R-DAC?)
89904      | 0x2be6000    | 7.62     | DATA (R-DAC?)
89912      | 0x2be7000    | 7.53     | DATA (R-DAC?)
89920      | 0x2be8000    | 7.54     | DATA (R-DAC?)
89928      | 0x2be9000    | 7.60     | DATA (R-DAC?)
89936      | 0x2bea000    | 7.69     | DATA (R-DAC?)
89944      | 0x2beb000    | 7.64     | DATA (R-DAC?)
89952      | 0x2bec000    | 7.66     | DATA (R-DAC?)
89960      | 0x2bed000    | 7.67     | DATA (R-DAC?)
89968      | 0x2bee000    | 7.81     | DATA (R-DAC?)
89976      | 0x2bef000    | 7.84     | DATA (R-DAC?)
89984      | 0x2bf0000    | 7.85     | DATA (R-DAC?)
89992      | 0x2bf1000    | 7.77     | DATA (R-DAC?)
90000      | 0x2bf2000    | 7.78     | DATA (R-DAC?)
90008      | 0x2bf3000    | 7.81     | DATA (R-DAC?)
90016      | 0x2bf4000    | 7.84     | DATA (R-DAC?)
90024      | 0x2bf5000    | 7.84     | DATA (R-DAC?)
90032      | 0x2bf6000    | 7.84     | DATA (R-DAC?)
90040      | 0x2bf7000    | 7.80     | DATA (R-DAC?)
90048      | 0x2bf8000    | 7.73     | DATA (R-DAC?)
90056      | 0x2bf9000    | 7.80     | DATA (R-DAC?)
90064      | 0x2bfa000    | 7.72     | DATA (R-DAC?)
90072      | 0x2bfb000    | 7.77     | DATA (R-DAC?)
90080      | 0x2bfc000    | 7.77     | DATA (R-DAC?)
90088      | 0x2bfd000    | 7.78     | DATA (R-DAC?)
90096      | 0x2bfe000    | 7.74     | DATA (R-DAC?)
90104      | 0x2bff000    | 7.76     | DATA (R-DAC?)
90112      | 0x2c00000    | 7.75     | DATA (R-DAC?)
90120      | 0x2c01000    | 7.77     | DATA (R-DAC?)
90128      | 0x2c02000    | 7.77     | DATA (R-DAC?)
90136      | 0x2c03000    | 7.74     | DATA (R-DAC?)
90144      | 0x2c04000    | 7.73     | DATA (R-DAC?)
90152      | 0x2c05000    | 7.70     | DATA (R-DAC?)
90160      | 0x2c06000    | 7.75     | DATA (R-DAC?)
90168      | 0x2c07000    | 7.70     | DATA (R-DAC?)
90176      | 0x2c08000    | 7.77     | DATA (R-DAC?)
90184      | 0x2c09000    | 7.77     | DATA (R-DAC?)
90192      | 0x2c0a000    | 7.79     | DATA (R-DAC?)
90200      | 0x2c0b000    | 7.73     | DATA (R-DAC?)
90208      | 0x2c0c000    | 7.77     | DATA (R-DAC?)
90216      | 0x2c0d000    | 7.76     | DATA (R-DAC?)
90224      | 0x2c0e000    | 7.75     | DATA (R-DAC?)
90232      | 0x2c0f000    | 7.72     | DATA (R-DAC?)
90240      | 0x2c10000    | 7.73     | DATA (R-DAC?)
90248      | 0x2c11000    | 7.77     | DATA (R-DAC?)
90256      | 0x2c12000    | 7.80     | DATA (R-DAC?)
90264      | 0x2c13000    | 7.80     | DATA (R-DAC?)
90272      | 0x2c14000    | 7.83     | DATA (R-DAC?)
90280      | 0x2c15000    | 7.77     | DATA (R-DAC?)
90288      | 0x2c16000    | 7.75     | DATA (R-DAC?)
90296      | 0x2c17000    | 7.80     | DATA (R-DAC?)
90304      | 0x2c18000    | 7.75     | DATA (R-DAC?)
90312      | 0x2c19000    | 7.77     | DATA (R-DAC?)
90320      | 0x2c1a000    | 7.77     | DATA (R-DAC?)
90328      | 0x2c1b000    | 7.80     | DATA (R-DAC?)
90336      | 0x2c1c000    | 7.83     | DATA (R-DAC?)
90344      | 0x2c1d000    | 7.82     | DATA (R-DAC?)
90352      | 0x2c1e000    | 7.80     | DATA (R-DAC?)
90360      | 0x2c1f000    | 7.80     | DATA (R-DAC?)
90368      | 0x2c20000    | 7.81     | DATA (R-DAC?)
90376      | 0x2c21000    | 7.60     | DATA (R-DAC?)
90384      | 0x2c22000    | 6.84     | Metadata/Table
90392      | 0x2c23000    | 7.66     | DATA (R-DAC?)
90400      | 0x2c24000    | 7.68     | DATA (R-DAC?)
90408      | 0x2c25000    | 7.70     | DATA (R-DAC?)
90416      | 0x2c26000    | 7.70     | DATA (R-DAC?)
90424      | 0x2c27000    | 7.74     | DATA (R-DAC?)
90432      | 0x2c28000    | 7.76     | DATA (R-DAC?)
90440      | 0x2c29000    | 7.76     | DATA (R-DAC?)
90448      | 0x2c2a000    | 7.76     | DATA (R-DAC?)
90456      | 0x2c2b000    | 7.75     | DATA (R-DAC?)
90464      | 0x2c2c000    | 7.62     | DATA (R-DAC?)
90472      | 0x2c2d000    | 7.36     | DATA (R-DAC?)
90480      | 0x2c2e000    | 6.81     | Metadata/Table
90488      | 0x2c2f000    | 7.66     | DATA (R-DAC?)
90496      | 0x2c30000    | 7.69     | DATA (R-DAC?)
90504      | 0x2c31000    | 7.70     | DATA (R-DAC?)
90512      | 0x2c32000    | 7.70     | DATA (R-DAC?)
90520      | 0x2c33000    | 7.73     | DATA (R-DAC?)
90528      | 0x2c34000    | 7.75     | DATA (R-DAC?)
90536      | 0x2c35000    | 7.77     | DATA (R-DAC?)
90544      | 0x2c36000    | 7.77     | DATA (R-DAC?)
90552      | 0x2c37000    | 7.75     | DATA (R-DAC?)
90560      | 0x2c38000    | 7.63     | DATA (R-DAC?)
90568      | 0x2c39000    | 5.77     | Metadata/Table
90576      | 0x2c3a000    | 6.74     | Metadata/Table
90584      | 0x2c3b000    | 7.66     | DATA (R-DAC?)
90592      | 0x2c3c000    | 7.68     | DATA (R-DAC?)
90600      | 0x2c3d000    | 7.71     | DATA (R-DAC?)
90608      | 0x2c3e000    | 7.67     | DATA (R-DAC?)
90616      | 0x2c3f000    | 7.72     | DATA (R-DAC?)
90624      | 0x2c40000    | 7.75     | DATA (R-DAC?)
90632      | 0x2c41000    | 7.75     | DATA (R-DAC?)
90640      | 0x2c42000    | 7.76     | DATA (R-DAC?)
90648      | 0x2c43000    | 7.64     | DATA (R-DAC?)
90656      | 0x2c44000    | 7.38     | DATA (R-DAC?)
90664      | 0x2c45000    | 6.73     | Metadata/Table
90672      | 0x2c46000    | 6.29     | Metadata/Table
90680      | 0x2c47000    | 7.06     | Metadata/Table
90688      | 0x2c48000    | 7.10     | Metadata/Table
90696      | 0x2c49000    | 7.03     | Metadata/Table
90704      | 0x2c4a000    | 6.78     | Metadata/Table
90712      | 0x2c4b000    | 6.89     | Metadata/Table
90720      | 0x2c4c000    | 7.17     | Metadata/Table
90728      | 0x2c4d000    | 7.58     | DATA (R-DAC?)
90736      | 0x2c4e000    | 7.34     | DATA (R-DAC?)
90744      | 0x2c4f000    | 6.85     | Metadata/Table
90752      | 0x2c50000    | 6.09     | Metadata/Table
90760      | 0x2c51000    | 4.87     | Metadata/Table
90768      | 0x2c52000    | 5.28     | Metadata/Table
90776      | 0x2c53000    | 5.53     | Metadata/Table
90784      | 0x2c54000    | 5.65     | Metadata/Table
90792      | 0x2c55000    | 5.58     | Metadata/Table
90800      | 0x2c56000    | 5.40     | Metadata/Table
90808      | 0x2c57000    | 5.57     | Metadata/Table
90816      | 0x2c58000    | 5.88     | Metadata/Table
90824      | 0x2c59000    | 6.59     | Metadata/Table
90832      | 0x2c5a000    | 6.05     | Metadata/Table
90840      | 0x2c5b000    | 5.46     | Metadata/Table
90848      | 0x2c5c000    | 4.73     | Metadata/Table
90856      | 0x2c5d000    | 4.27     | Metadata/Table
90864      | 0x2c5e000    | 4.37     | Metadata/Table
90872      | 0x2c5f000    | 4.49     | Metadata/Table
90880      | 0x2c60000    | 4.58     | Metadata/Table
90888      | 0x2c61000    | 4.40     | Metadata/Table
90896      | 0x2c62000    | 4.39     | Metadata/Table
90904      | 0x2c63000    | 4.45     | Metadata/Table
90912      | 0x2c64000    | 4.51     | Metadata/Table
90920      | 0x2c65000    | 4.92     | Metadata/Table
90928      | 0x2c66000    | 4.52     | Metadata/Table
90936      | 0x2c67000    | 4.24     | Metadata/Table
90944      | 0x2c68000    | 3.93     | Empty/Padding
90952      | 0x2c69000    | 3.73     | Empty/Padding
90960      | 0x2c6a000    | 3.65     | Empty/Padding
90968      | 0x2c6b000    | 3.70     | Empty/Padding
90976      | 0x2c6c000    | 3.78     | Empty/Padding
90984      | 0x2c6d000    | 3.67     | Empty/Padding
90992      | 0x2c6e000    | 3.73     | Empty/Padding
91000      | 0x2c6f000    | 3.75     | Empty/Padding
91008      | 0x2c70000    | 3.67     | Empty/Padding
91016      | 0x2c71000    | 3.73     | Empty/Padding
91024      | 0x2c72000    | 3.65     | Empty/Padding
91032      | 0x2c73000    | 3.74     | Empty/Padding
91040      | 0x2c74000    | 3.73     | Empty/Padding
91048      | 0x2c75000    | 3.71     | Empty/Padding
91056      | 0x2c76000    | 3.75     | Empty/Padding
91064      | 0x2c77000    | 3.63     | Empty/Padding
91072      | 0x2c78000    | 3.74     | Empty/Padding
91080      | 0x2c79000    | 3.64     | Empty/Padding
91088      | 0x2c7a000    | 3.74     | Empty/Padding
91096      | 0x2c7b000    | 3.69     | Empty/Padding
91104      | 0x2c7c000    | 3.71     | Empty/Padding
91112      | 0x2c7d000    | 3.77     | Empty/Padding
91120      | 0x2c7e000    | 3.67     | Empty/Padding
91128      | 0x2c7f000    | 3.77     | Empty/Padding
91136      | 0x2c80000    | 3.71     | Empty/Padding
91144      | 0x2c81000    | 3.73     | Empty/Padding
91152      | 0x2c82000    | 3.66     | Empty/Padding
91160      | 0x2c83000    | 3.71     | Empty/Padding
91168      | 0x2c84000    | 3.74     | Empty/Padding
91176      | 0x2c85000    | 3.69     | Empty/Padding
91184      | 0x2c86000    | 3.74     | Empty/Padding
91192      | 0x2c87000    | 3.70     | Empty/Padding
91200      | 0x2c88000    | 3.76     | Empty/Padding
91208      | 0x2c89000    | 3.69     | Empty/Padding
91216      | 0x2c8a000    | 3.67     | Empty/Padding
91224      | 0x2c8b000    | 3.76     | Empty/Padding
91232      | 0x2c8c000    | 3.66     | Empty/Padding
91240      | 0x2c8d000    | 3.78     | Empty/Padding
91248      | 0x2c8e000    | 3.69     | Empty/Padding
91256      | 0x2c8f000    | 3.73     | Empty/Padding
91264      | 0x2c90000    | 3.70     | Empty/Padding
91272      | 0x2c91000    | 3.69     | Empty/Padding
91280      | 0x2c92000    | 3.72     | Empty/Padding
91288      | 0x2c93000    | 3.70     | Empty/Padding
91296      | 0x2c94000    | 3.76     | Empty/Padding
91304      | 0x2c95000    | 3.66     | Empty/Padding
91312      | 0x2c96000    | 3.74     | Empty/Padding
91320      | 0x2c97000    | 3.69     | Empty/Padding
91328      | 0x2c98000    | 3.69     | Empty/Padding
91336      | 0x2c99000    | 2.00     | Empty/Padding
91344      | 0x2c9a000    | 5.39     | Metadata/Table
91352      | 0x2c9b000    | 7.33     | DATA (R-DAC?)
91360      | 0x2c9c000    | 7.65     | DATA (R-DAC?)
91368      | 0x2c9d000    | 7.46     | DATA (R-DAC?)
91376      | 0x2c9e000    | 7.29     | DATA (R-DAC?)
91384      | 0x2c9f000    | 7.68     | DATA (R-DAC?)
91392      | 0x2ca0000    | 7.41     | DATA (R-DAC?)
91400      | 0x2ca1000    | 7.36     | DATA (R-DAC?)
91408      | 0x2ca2000    | 7.67     | DATA (R-DAC?)
91416      | 0x2ca3000    | 7.35     | DATA (R-DAC?)
91424      | 0x2ca4000    | 7.37     | DATA (R-DAC?)
91432      | 0x2ca5000    | 7.63     | DATA (R-DAC?)
91440      | 0x2ca6000    | 7.31     | DATA (R-DAC?)
91448      | 0x2ca7000    | 7.38     | DATA (R-DAC?)
91456      | 0x2ca8000    | 7.60     | DATA (R-DAC?)
91464      | 0x2ca9000    | 7.31     | DATA (R-DAC?)
91472      | 0x2caa000    | 7.70     | DATA (R-DAC?)
91480      | 0x2cab000    | 7.69     | DATA (R-DAC?)
91488      | 0x2cac000    | 7.64     | DATA (R-DAC?)
91496      | 0x2cad000    | 7.70     | DATA (R-DAC?)
91504      | 0x2cae000    | 7.68     | DATA (R-DAC?)
91512      | 0x2caf000    | 7.69     | DATA (R-DAC?)
91520      | 0x2cb0000    | 7.72     | DATA (R-DAC?)
91528      | 0x2cb1000    | 7.51     | DATA (R-DAC?)
91536      | 0x2cb2000    | 7.64     | DATA (R-DAC?)
91544      | 0x2cb3000    | 7.84     | DATA (R-DAC?)
91552      | 0x2cb4000    | 7.79     | DATA (R-DAC?)
91560      | 0x2cb5000    | 7.83     | DATA (R-DAC?)
91568      | 0x2cb6000    | 7.52     | DATA (R-DAC?)
91576      | 0x2cb7000    | 7.42     | DATA (R-DAC?)
91584      | 0x2cb8000    | 7.79     | DATA (R-DAC?)
91592      | 0x2cb9000    | 7.83     | DATA (R-DAC?)
91600      | 0x2cba000    | 7.83     | DATA (R-DAC?)
91608      | 0x2cbb000    | 6.80     | Metadata/Table
91616      | 0x2cbc000    | 5.95     | Metadata/Table
91624      | 0x2cbd000    | 5.99     | Metadata/Table
91632      | 0x2cbe000    | 6.29     | Metadata/Table
91640      | 0x2cbf000    | 5.95     | Metadata/Table
91648      | 0x2cc0000    | 7.13     | Metadata/Table
91656      | 0x2cc1000    | 7.78     | DATA (R-DAC?)
91664      | 0x2cc2000    | 7.77     | DATA (R-DAC?)
91672      | 0x2cc3000    | 7.73     | DATA (R-DAC?)
91680      | 0x2cc4000    | 6.24     | Metadata/Table
91688      | 0x2cc5000    | 6.37     | Metadata/Table
91696      | 0x2cc6000    | 7.57     | DATA (R-DAC?)
91704      | 0x2cc7000    | 7.78     | DATA (R-DAC?)
91712      | 0x2cc8000    | 7.81     | DATA (R-DAC?)
91720      | 0x2cc9000    | 7.81     | DATA (R-DAC?)
91728      | 0x2cca000    | 7.76     | DATA (R-DAC?)
91736      | 0x2ccb000    | 7.80     | DATA (R-DAC?)
91744      | 0x2ccc000    | 7.77     | DATA (R-DAC?)
91752      | 0x2ccd000    | 7.71     | DATA (R-DAC?)
91760      | 0x2cce000    | 7.79     | DATA (R-DAC?)
91768      | 0x2ccf000    | 7.79     | DATA (R-DAC?)
91776      | 0x2cd0000    | 7.68     | DATA (R-DAC?)
91784      | 0x2cd1000    | 7.79     | DATA (R-DAC?)
91792      | 0x2cd2000    | 7.78     | DATA (R-DAC?)
91800      | 0x2cd3000    | 7.81     | DATA (R-DAC?)
91808      | 0x2cd4000    | 7.70     | DATA (R-DAC?)
91816      | 0x2cd5000    | 7.80     | DATA (R-DAC?)
91824      | 0x2cd6000    | 7.80     | DATA (R-DAC?)
91832      | 0x2cd7000    | 7.41     | DATA (R-DAC?)
91840      | 0x2cd8000    | 7.55     | DATA (R-DAC?)
91848      | 0x2cd9000    | 7.70     | DATA (R-DAC?)
91856      | 0x2cda000    | 7.77     | DATA (R-DAC?)
91864      | 0x2cdb000    | 7.77     | DATA (R-DAC?)
91872      | 0x2cdc000    | 7.77     | DATA (R-DAC?)
91880      | 0x2cdd000    | 7.79     | DATA (R-DAC?)
91888      | 0x2cde000    | 7.66     | DATA (R-DAC?)
91896      | 0x2cdf000    | 7.79     | DATA (R-DAC?)
91904      | 0x2ce0000    | 7.77     | DATA (R-DAC?)
91912      | 0x2ce1000    | 2.00     | Empty/Padding
91920      | 0x2ce2000    | 5.44     | Metadata/Table
91928      | 0x2ce3000    | 7.72     | DATA (R-DAC?)
91936      | 0x2ce4000    | 7.76     | DATA (R-DAC?)
91944      | 0x2ce5000    | 7.80     | DATA (R-DAC?)
91952      | 0x2ce6000    | 7.77     | DATA (R-DAC?)
91960      | 0x2ce7000    | 7.78     | DATA (R-DAC?)
91968      | 0x2ce8000    | 7.81     | DATA (R-DAC?)
91976      | 0x2ce9000    | 7.76     | DATA (R-DAC?)
91984      | 0x2cea000    | 7.80     | DATA (R-DAC?)
91992      | 0x2ceb000    | 7.78     | DATA (R-DAC?)
92000      | 0x2cec000    | 7.78     | DATA (R-DAC?)
92008      | 0x2ced000    | 7.77     | DATA (R-DAC?)
92016      | 0x2cee000    | 7.80     | DATA (R-DAC?)
92024      | 0x2cef000    | 7.79     | DATA (R-DAC?)
92032      | 0x2cf0000    | 7.77     | DATA (R-DAC?)
92040      | 0x2cf1000    | 7.76     | DATA (R-DAC?)
92048      | 0x2cf2000    | 7.81     | DATA (R-DAC?)
92056      | 0x2cf3000    | 7.79     | DATA (R-DAC?)
92064      | 0x2cf4000    | 7.80     | DATA (R-DAC?)
92072      | 0x2cf5000    | 7.83     | DATA (R-DAC?)
92080      | 0x2cf6000    | 7.79     | DATA (R-DAC?)
92088      | 0x2cf7000    | 7.80     | DATA (R-DAC?)
92096      | 0x2cf8000    | 7.83     | DATA (R-DAC?)
92104      | 0x2cf9000    | 7.79     | DATA (R-DAC?)
92112      | 0x2cfa000    | 7.78     | DATA (R-DAC?)
92120      | 0x2cfb000    | 7.80     | DATA (R-DAC?)
92128      | 0x2cfc000    | 7.80     | DATA (R-DAC?)
92136      | 0x2cfd000    | 7.78     | DATA (R-DAC?)
92144      | 0x2cfe000    | 7.78     | DATA (R-DAC?)
92152      | 0x2cff000    | 7.79     | DATA (R-DAC?)
92160      | 0x2d00000    | 7.79     | DATA (R-DAC?)
92168      | 0x2d01000    | 7.79     | DATA (R-DAC?)
92176      | 0x2d02000    | 7.80     | DATA (R-DAC?)
92184      | 0x2d03000    | 7.83     | DATA (R-DAC?)
92192      | 0x2d04000    | 7.84     | DATA (R-DAC?)
92200      | 0x2d05000    | 7.82     | DATA (R-DAC?)
92208      | 0x2d06000    | 7.82     | DATA (R-DAC?)
92216      | 0x2d07000    | 7.83     | DATA (R-DAC?)
92224      | 0x2d08000    | 7.80     | DATA (R-DAC?)
92232      | 0x2d09000    | 7.83     | DATA (R-DAC?)
92240      | 0x2d0a000    | 7.80     | DATA (R-DAC?)
92248      | 0x2d0b000    | 7.79     | DATA (R-DAC?)
92256      | 0x2d0c000    | 7.83     | DATA (R-DAC?)
92264      | 0x2d0d000    | 7.81     | DATA (R-DAC?)
92272      | 0x2d0e000    | 7.78     | DATA (R-DAC?)
92280      | 0x2d0f000    | 7.81     | DATA (R-DAC?)
92288      | 0x2d10000    | 7.79     | DATA (R-DAC?)
92296      | 0x2d11000    | 7.79     | DATA (R-DAC?)
92304      | 0x2d12000    | 7.79     | DATA (R-DAC?)
92312      | 0x2d13000    | 7.80     | DATA (R-DAC?)
92320      | 0x2d14000    | 7.80     | DATA (R-DAC?)
92328      | 0x2d15000    | 7.83     | DATA (R-DAC?)
92336      | 0x2d16000    | 7.81     | DATA (R-DAC?)
92344      | 0x2d17000    | 7.81     | DATA (R-DAC?)
92352      | 0x2d18000    | 7.83     | DATA (R-DAC?)
92360      | 0x2d19000    | 7.82     | DATA (R-DAC?)
92368      | 0x2d1a000    | 7.82     | DATA (R-DAC?)
92376      | 0x2d1b000    | 7.82     | DATA (R-DAC?)
92384      | 0x2d1c000    | 7.81     | DATA (R-DAC?)
92392      | 0x2d1d000    | 7.81     | DATA (R-DAC?)
92400      | 0x2d1e000    | 7.81     | DATA (R-DAC?)
92408      | 0x2d1f000    | 7.81     | DATA (R-DAC?)
92416      | 0x2d20000    | 7.82     | DATA (R-DAC?)
92424      | 0x2d21000    | 7.77     | DATA (R-DAC?)
92432      | 0x2d22000    | 7.82     | DATA (R-DAC?)
92440      | 0x2d23000    | 7.81     | DATA (R-DAC?)
92448      | 0x2d24000    | 7.80     | DATA (R-DAC?)
92456      | 0x2d25000    | 7.82     | DATA (R-DAC?)
92464      | 0x2d26000    | 7.84     | DATA (R-DAC?)
92472      | 0x2d27000    | 7.85     | DATA (R-DAC?)
92480      | 0x2d28000    | 7.86     | DATA (R-DAC?)
92488      | 0x2d29000    | 7.84     | DATA (R-DAC?)
92496      | 0x2d2a000    | 7.83     | DATA (R-DAC?)
92504      | 0x2d2b000    | 7.84     | DATA (R-DAC?)
92512      | 0x2d2c000    | 7.83     | DATA (R-DAC?)
92520      | 0x2d2d000    | 7.85     | DATA (R-DAC?)
92528      | 0x2d2e000    | 7.84     | DATA (R-DAC?)
92536      | 0x2d2f000    | 7.84     | DATA (R-DAC?)
92544      | 0x2d30000    | 7.84     | DATA (R-DAC?)
92552      | 0x2d31000    | 7.83     | DATA (R-DAC?)
92560      | 0x2d32000    | 7.81     | DATA (R-DAC?)
92568      | 0x2d33000    | 7.82     | DATA (R-DAC?)
92576      | 0x2d34000    | 7.79     | DATA (R-DAC?)
92584      | 0x2d35000    | 7.84     | DATA (R-DAC?)
92592      | 0x2d36000    | 7.84     | DATA (R-DAC?)
92600      | 0x2d37000    | 7.86     | DATA (R-DAC?)
92608      | 0x2d38000    | 7.85     | DATA (R-DAC?)
92616      | 0x2d39000    | 7.83     | DATA (R-DAC?)
92624      | 0x2d3a000    | 7.82     | DATA (R-DAC?)
92632      | 0x2d3b000    | 7.85     | DATA (R-DAC?)
92640      | 0x2d3c000    | 7.85     | DATA (R-DAC?)
92648      | 0x2d3d000    | 7.86     | DATA (R-DAC?)
92656      | 0x2d3e000    | 7.84     | DATA (R-DAC?)
92664      | 0x2d3f000    | 7.84     | DATA (R-DAC?)
92672      | 0x2d40000    | 7.81     | DATA (R-DAC?)
92680      | 0x2d41000    | 7.83     | DATA (R-DAC?)
92688      | 0x2d42000    | 7.81     | DATA (R-DAC?)
92696      | 0x2d43000    | 7.80     | DATA (R-DAC?)
92704      | 0x2d44000    | 7.78     | DATA (R-DAC?)
92712      | 0x2d45000    | 7.79     | DATA (R-DAC?)
92720      | 0x2d46000    | 7.80     | DATA (R-DAC?)
92728      | 0x2d47000    | 7.77     | DATA (R-DAC?)
92736      | 0x2d48000    | 7.80     | DATA (R-DAC?)
92744      | 0x2d49000    | 7.79     | DATA (R-DAC?)
92752      | 0x2d4a000    | 7.80     | DATA (R-DAC?)
92760      | 0x2d4b000    | 7.00     | Metadata/Table
92768      | 0x2d4c000    | 7.25     | DATA (R-DAC?)
92776      | 0x2d4d000    | 7.28     | DATA (R-DAC?)
92784      | 0x2d4e000    | 6.54     | Metadata/Table
92792      | 0x2d4f000    | 7.41     | DATA (R-DAC?)
92800      | 0x2d50000    | 6.81     | Metadata/Table
92808      | 0x2d51000    | 7.80     | DATA (R-DAC?)
92816      | 0x2d52000    | 7.76     | DATA (R-DAC?)
92824      | 0x2d53000    | 7.68     | DATA (R-DAC?)
92832      | 0x2d54000    | 7.60     | DATA (R-DAC?)
92840      | 0x2d55000    | 7.53     | DATA (R-DAC?)
92848      | 0x2d56000    | 7.25     | DATA (R-DAC?)
92856      | 0x2d57000    | 7.49     | DATA (R-DAC?)
92864      | 0x2d58000    | 6.81     | Metadata/Table
92872      | 0x2d59000    | 7.31     | DATA (R-DAC?)
92880      | 0x2d5a000    | 6.95     | Metadata/Table
92888      | 0x2d5b000    | 7.08     | Metadata/Table
92896      | 0x2d5c000    | 7.43     | DATA (R-DAC?)
92904      | 0x2d5d000    | 6.50     | Metadata/Table
92912      | 0x2d5e000    | 7.77     | DATA (R-DAC?)
92920      | 0x2d5f000    | 7.75     | DATA (R-DAC?)
92928      | 0x2d60000    | 6.76     | Metadata/Table
92936      | 0x2d61000    | 7.65     | DATA (R-DAC?)
92944      | 0x2d62000    | 7.81     | DATA (R-DAC?)
92952      | 0x2d63000    | 7.63     | DATA (R-DAC?)
92960      | 0x2d64000    | 7.73     | DATA (R-DAC?)
92968      | 0x2d65000    | 7.81     | DATA (R-DAC?)
92976      | 0x2d66000    | 7.66     | DATA (R-DAC?)
92984      | 0x2d67000    | 6.92     | Metadata/Table
92992      | 0x2d68000    | 7.06     | Metadata/Table
93000      | 0x2d69000    | 7.22     | DATA (R-DAC?)
93008      | 0x2d6a000    | 6.40     | Metadata/Table
93016      | 0x2d6b000    | 7.71     | DATA (R-DAC?)
